,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Rower,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Czas rozpoczęcia,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Samochód,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia,ŹRÓDŁO Godzina rozpoczęcia
2599,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,1,0,0.5,09:00:00,dom,39.0,inne,348.0,1,dom-Inne,1,1.0,7683.657654926613,45-60_K,0,1,0,0,0,9
2600,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,1,0,0.5,18:15:00,Inne,348.0,dom,39.0,3,Inne-dom,1,1.0,7683.657654926613,45-60_K,1,0,0,0,0,18
2601,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,0,0.0,10:40:00,dom,39.0,praca,119.0,2,dom-praca,0,1.0,3073.407578610944,45-65_M,0,0,1,0,0,10
2602,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,0,0.0,19:00:00,praca,119.0,dom,39.0,4,praca-dom,0,1.0,3073.407578610944,45-65_M,1,0,0,0,0,19
2603,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,0,1,0,1,0,0.0,09:00:00,dom,39.0,praca,350.0,1,dom-praca,2,1.0,1303.751816976216,25-44_M,0,0,1,0,0,9
2604,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,0,1,0,1,0,0.0,17:00:00,praca,350.0,dom,39.0,3,praca-dom,2,1.0,1303.751816976216,25-44_M,1,0,0,0,0,17
2605,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,3,1,1,0,0,0,0.0,09:00:00,dom,39.0,praca,350.0,1,dom-praca,2,1.0,1303.751816976216,25-44_K,0,0,1,0,0,9
2606,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,3,1,1,0,0,0,0.0,17:00:00,praca,350.0,dom,39.0,3,praca-dom,2,1.0,1303.751816976216,25-44_K,1,0,0,0,0,17
2607,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,2,1,1,0,0,0,0.0,18:00:00,dom,39.0,praca,27.0,3,dom-praca,2,0.0,1638.1018247330287,20-24_K,0,0,1,0,0,18
2608,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,2,1,1,0,0,0,0.0,14:00:00,dom,39.0,praca,39.0,3,dom-praca,2,0.0,0.0,20-24_K,0,0,1,0,0,14
2609,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,2,1,1,0,0,0,0.0,17:45:00,praca,39.0,dom,39.0,3,praca-dom,2,0.0,0.0,20-24_K,1,0,0,0,0,17
2610,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,1,0,1,0,0,0,0.5,07:40:00,dom,39.0,szkoła,40.0,1,dom-szkoła,2,0.0,520.127911278082,16-19_M,0,0,0,1,0,7
2611,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,1,0,1,0,0,0,0.5,15:10:00,szkoła,40.0,dom,39.0,3,szkoła-dom,2,0.0,520.127911278082,16-19_M,1,0,0,0,0,15
2612,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,5,1,0,0,0,0,1.0,10:00:00,dom,14.0,inne,401.0,2,dom-Inne,1,0.0,4512.323449951214,61-x_K,0,1,0,0,0,10
2613,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,5,1,0,0,0,0,1.0,14:00:00,Inne,401.0,dom,14.0,3,Inne-dom,1,0.0,4512.323449951214,61-x_K,1,0,0,0,0,14
2614,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,09:00:00,dom,12.0,praca,5.0,1,dom-praca,0,1.0,1533.5439427958,25-44_M,0,0,1,0,0,9
2615,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,17:00:00,praca,5.0,dom,12.0,3,praca-dom,0,1.0,1533.5439427958,25-44_M,1,0,0,0,0,17
2616,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,07:00:00,dom,12.0,praca,305.0,1,dom-praca,1,0.0,10134.678346192462,25-44_M,0,0,1,0,0,7
2617,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,16:00:00,praca,305.0,dom,12.0,3,praca-dom,1,0.0,10134.678346192462,25-44_M,1,0,0,0,0,16
2618,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,1,1,0,1.0,12:00:00,dom,12.0,inne,20.0,2,dom-Inne,1,1.0,2359.626375910265,66-x_M,0,1,0,0,0,12
2619,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,1,1,0,1.0,14:00:00,Inne,20.0,dom,12.0,3,Inne-dom,1,1.0,2359.626375910265,66-x_M,1,0,0,0,0,14
2620,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,1,1,0,1.0,19:00:00,dom,12.0,inne,17.0,4,dom-Inne,2,1.0,2235.8493017869955,66-x_M,0,1,0,0,0,19
2621,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,1,1,0,1.0,19:30:00,Inne,17.0,dom,12.0,4,Inne-dom,2,1.0,2235.8493017869955,66-x_M,1,0,0,0,0,19
2622,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,1,0,0,0,1.0,13:00:00,dom,57.0,inne,1.0,2,dom-Inne,1,0.0,2957.0400802182485,66-x_M,0,1,0,0,0,13
2623,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,1,0,0,0,1.0,14:30:00,Inne,1.0,dom,57.0,3,Inne-dom,1,0.0,2957.0400802182485,66-x_M,1,0,0,0,0,14
2624,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,10:00:00,dom,57.0,inne,401.0,2,dom-Inne,2,0.0,2222.9191457359066,61-x_K,0,1,0,0,0,10
2625,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,11:00:00,Inne,401.0,dom,57.0,2,Inne-dom,2,0.0,2222.9191457359066,61-x_K,1,0,0,0,0,11
2626,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,19:00:00,dom,12.0,inne,17.0,4,dom-Inne,2,1.0,2235.8493017869955,61-x_K,0,1,0,0,0,19
2627,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,19:30:00,Inne,17.0,dom,12.0,4,Inne-dom,2,1.0,2235.8493017869955,61-x_K,1,0,0,0,0,19
2628,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,0,1,0,0,0.0,13:00:00,dom,57.0,inne,288.0,2,dom-Inne,1,0.0,8110.94309346734,45-60_K,0,1,0,0,0,13
2630,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,09:00:00,dom,12.0,praca,359.0,1,dom-praca,0,3.0,5740.581712438082,45-65_M,0,0,1,0,0,9
2631,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,18:30:00,praca,359.0,dom,12.0,3,praca-dom,0,3.0,5740.581712438082,45-65_M,1,0,0,0,0,18
2632,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,0,0,0,0,1.0,10:00:00,dom,57.0,inne,57.0,2,dom-Inne,2,0.0,0.0,45-65_M,0,1,0,0,0,10
2633,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,0,0,0,0,1.0,10:15:00,Inne,57.0,dom,57.0,2,Inne-dom,2,0.0,0.0,45-65_M,1,0,0,0,0,10
2634,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,3,0,1,0,1,0,0.0,08:00:00,dom,57.0,praca,350.0,1,dom-praca,0,0.0,2886.227391045412,25-44_M,0,0,1,0,0,8
2635,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,3,0,1,0,1,0,0.0,16:15:00,praca,350.0,dom,57.0,3,praca-dom,0,0.0,2886.227391045412,25-44_M,1,0,0,0,0,16
2636,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,15:00:00,dom,57.0,inne,53.0,3,dom-Inne,3,0.0,1149.9187674310542,61-x_K,0,1,0,0,0,15
2637,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,18:00:00,Inne,53.0,dom,57.0,3,Inne-dom,3,0.0,1149.9187674310542,61-x_K,1,0,0,0,0,18
2638,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,15:00:00,dom,57.0,inne,53.0,3,dom-Inne,3,0.0,1149.9187674310542,61-x_K,0,1,0,0,0,15
2639,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,5,1,1,0,0,0,1.0,18:00:00,Inne,53.0,dom,57.0,3,Inne-dom,3,0.0,1149.9187674310542,61-x_K,1,0,0,0,0,18
2640,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,1,0.0,06:10:00,dom,12.0,praca,323.0,1,dom-praca,1,3.0,11147.399242009398,45-60_K,0,0,1,0,0,6
2641,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,1,0.0,15:10:00,praca,323.0,dom,12.0,3,praca-dom,1,3.0,11147.399242009398,45-60_K,1,0,0,0,0,15
2642,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,0,0,0,0,1.0,05:00:00,dom,57.0,inne,134.0,1,dom-Inne,1,0.0,629.665260030357,66-x_M,0,1,0,0,0,5
2643,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,0,0,0,0,1.0,07:00:00,Inne,134.0,dom,57.0,1,Inne-dom,1,0.0,629.665260030357,66-x_M,1,0,0,0,0,7
2644,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,5,1,0,0,0,0,1.0,09:30:00,dom,57.0,inne,59.0,1,dom-Inne,2,1.0,657.562256496681,61-x_K,0,1,0,0,0,9
2645,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,5,1,0,0,0,0,1.0,10:30:00,Inne,59.0,dom,57.0,2,Inne-dom,2,1.0,657.562256496681,61-x_K,1,0,0,0,0,10
2646,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,1,0.0,21:00:00,dom,14.0,praca,306.0,4,dom-praca,1,1.0,8362.536458766403,45-65_M,0,0,1,0,0,21
2647,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,08:30:00,dom,57.0,praca,351.0,1,dom-praca,1,1.0,2538.3310263220933,25-44_K,0,0,1,0,0,8
2648,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,17:00:00,praca,351.0,dom,57.0,3,praca-dom,1,1.0,2538.3310263220933,25-44_K,1,0,0,0,0,17
2649,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,0,0,0.0,07:00:00,dom,14.0,praca,117.0,1,dom-praca,1,1.0,3614.8640626430497,45-60_K,0,0,1,0,0,7
2650,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,0,0,0.0,16:00:00,praca,117.0,dom,14.0,3,praca-dom,1,1.0,3614.8640626430497,45-60_K,1,0,0,0,0,16
2651,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,1,1,0.5,11:00:00,dom,57.0,uczelnia,28.0,2,dom-uczelnia,1,1.0,4367.858107467881,16-19_M,0,0,0,0,1,11
2652,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,1,1,0.5,16:00:00,uczelnia,28.0,dom,57.0,3,uczelnia-dom,1,1.0,4367.858107467881,16-19_M,1,0,0,0,0,16
2653,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,14:00:00,dom,57.0,inne,1.0,3,dom-Inne,2,0.0,2957.0400802182485,61-x_K,0,1,0,0,0,14
2654,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,16:00:00,Inne,1.0,dom,57.0,3,Inne-dom,2,0.0,2957.0400802182485,61-x_K,1,0,0,0,0,16
2655,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,16:30:00,Inne,125.0,dom,14.0,3,Inne-dom,0,1.0,4306.804084369309,25-44_M,1,0,0,0,0,16
2656,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,3.0,3.0,0.0,5,1,1,0,0,0,1.0,07:00:00,dom,57.0,inne,335.0,1,dom-Inne,0,1.0,629.5353940177237,61-x_K,0,1,0,0,0,7
2657,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,3.0,3.0,0.0,5,1,1,0,0,0,1.0,08:00:00,Inne,335.0,dom,57.0,1,Inne-dom,0,1.0,629.5353940177237,61-x_K,1,0,0,0,0,8
2658,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,0,1,0,1,0,1.0,07:00:00,dom,57.0,inne,335.0,1,dom-Inne,0,1.0,629.5353940177237,66-x_M,0,1,0,0,0,7
2659,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,0,1,0,1,0,1.0,08:00:00,Inne,335.0,dom,57.0,1,Inne-dom,0,1.0,629.5353940177237,66-x_M,1,0,0,0,0,8
2662,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,1,0,0.0,09:00:00,dom,57.0,praca,60.0,1,dom-praca,2,1.0,1017.1128457172222,45-60_K,0,0,1,0,0,9
2663,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,1,0,0.0,17:00:00,praca,60.0,dom,57.0,3,praca-dom,2,1.0,1017.1128457172222,45-60_K,1,0,0,0,0,17
2664,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,0.5,09:00:00,dom,57.0,inne,22.0,1,dom-Inne,1,0.0,1769.335155515671,61-x_K,0,1,0,0,0,9
2665,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,0.5,12:15:00,Inne,22.0,dom,57.0,2,Inne-dom,1,0.0,1769.335155515671,61-x_K,1,0,0,0,0,12
2666,2,2,4,0,0,1,0,0,0,1,0,0,0,0,0,4.0,2.0,1.0,3,1,1,1,1,0,0.0,09:00:00,dom,57.0,inne,56.0,1,dom-Inne,2,1.0,587.1140845661123,25-44_K,0,1,0,0,0,9
2667,2,2,4,0,0,1,0,0,0,1,0,0,0,0,0,4.0,2.0,1.0,3,1,1,1,1,0,0.0,12:00:00,Inne,56.0,dom,57.0,2,Inne-dom,2,1.0,587.1140845661123,25-44_K,1,0,0,0,0,12
2668,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,4.0,2.0,1.0,3,0,1,0,1,0,0.0,14:00:00,dom,57.0,praca,130.0,3,dom-praca,2,1.0,2250.9681049018504,25-44_M,0,0,1,0,0,14
2669,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,4.0,2.0,1.0,3,0,1,0,1,0,0.0,22:00:00,praca,130.0,dom,57.0,4,praca-dom,2,1.0,2250.9681049018504,25-44_M,1,0,0,0,0,22
2670,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,0,1,0,0,1,0.0,05:40:00,dom,344.0,praca,320.0,1,dom-praca,1,0.0,6145.42622774998,45-65_M,0,0,1,0,0,5
2671,4,4,3,0,0,1,0,0,1,0,0,0,0,0,0,5.0,5.0,4.0,4,1,1,0,0,1,0.0,15:13:00,praca,215.0,dom,15.0,3,praca-dom,1,0.0,10139.51505057986,45-60_K,1,0,0,0,0,15
2672,4,4,3,0,0,1,0,0,1,0,0,0,0,0,0,5.0,5.0,4.0,0,0,1,0,0,0,1.0,07:50:00,dom,15.0,szkoła,14.0,1,dom-szkoła,2,0.0,390.3333707280896,6-15_M,0,0,0,1,0,7
2673,4,4,3,0,0,1,0,0,1,0,0,0,0,0,0,5.0,5.0,4.0,0,0,1,0,0,0,1.0,13:40:00,szkoła,14.0,dom,15.0,2,szkoła-dom,2,0.0,390.3333707280896,6-15_M,1,0,0,0,0,13
2674,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,4,1,1,0,0,0,0.0,16:30:00,dom,57.0,inne,335.0,3,dom-Inne,2,0.0,629.5353940177237,45-60_K,0,1,0,0,0,16
2675,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,4,1,1,0,0,0,0.0,16:47:00,Inne,335.0,dom,57.0,3,Inne-dom,2,0.0,629.5353940177237,45-60_K,1,0,0,0,0,16
2676,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,0,0,1,0,0,0,1.0,07:30:00,dom,15.0,szkoła,92.0,1,dom-szkoła,1,0.0,4213.637166230996,6-15_M,0,0,0,1,0,7
2677,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,0,0,1,0,0,0,1.0,13:30:00,szkoła,92.0,inne,286.0,2,szkoła-Inne,1,0.0,2396.505029315393,6-15_M,0,1,0,0,0,13
2678,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,0,0,1,0,0,0,1.0,17:00:00,Inne,286.0,dom,15.0,3,Inne-dom,1,0.0,6078.809482950674,6-15_M,1,0,0,0,0,17
2679,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,2,0,1,0,1,0,0.0,07:00:00,dom,57.0,praca,64.0,1,dom-praca,1,0.0,1717.4906836122914,20-24_M,0,0,1,0,0,7
2680,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,2,0,1,0,1,0,0.0,16:00:00,praca,64.0,dom,57.0,3,praca-dom,1,0.0,1717.4906836122914,20-24_M,1,0,0,0,0,16
2681,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,0,1,1,0,0,0,0.5,07:50:00,dom,57.0,szkoła,57.0,1,dom-szkoła,2,0.0,0.0,6-15_K,0,0,0,1,0,7
2682,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,0,1,1,0,0,0,0.5,13:30:00,szkoła,57.0,dom,57.0,2,szkoła-dom,2,0.0,0.0,6-15_K,1,0,0,0,0,13
2683,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,5,1,0,0,0,0,1.0,09:00:00,dom,57.0,inne,133.0,1,dom-Inne,2,0.0,479.3209611162992,61-x_K,0,1,0,0,0,9
2684,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,5,1,0,0,0,0,1.0,09:13:00,Inne,133.0,dom,57.0,1,Inne-dom,2,0.0,479.3209611162992,61-x_K,1,0,0,0,0,9
2685,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,0,1,0,1.0,17:00:00,dom,57.0,inne,401.0,3,dom-Inne,1,0.0,2222.9191457359066,66-x_M,0,1,0,0,0,17
2686,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,0,1,0,1.0,19:00:00,Inne,401.0,dom,57.0,4,Inne-dom,1,0.0,2222.9191457359066,66-x_M,1,0,0,0,0,19
2687,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.0,09:45:00,dom,15.0,praca,27.0,1,dom-praca,3,1.0,1556.0510054649058,66-x_M,0,0,1,0,0,9
2688,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.0,18:00:00,praca,27.0,dom,15.0,3,praca-dom,3,1.0,1556.0510054649058,66-x_M,1,0,0,0,0,18
2689,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,1,0,0,0,1.0,10:00:00,dom,57.0,inne,59.0,2,dom-Inne,2,0.0,657.562256496681,61-x_K,0,1,0,0,0,10
2690,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,1,0,0,0,1.0,11:00:00,Inne,59.0,dom,57.0,2,Inne-dom,2,0.0,657.562256496681,61-x_K,1,0,0,0,0,11
2692,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,3,1,1,1,1,0,0.0,06:00:00,dom,15.0,praca,161.0,1,dom-praca,0,2.0,7757.573740937226,25-44_K,0,0,1,0,0,6
2693,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,3,1,1,1,1,0,0.0,15:30:00,praca,161.0,inne,22.0,3,praca-Inne,0,2.0,7511.839811539087,25-44_K,0,1,0,0,0,15
2694,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,3,1,1,1,1,0,0.0,16:30:00,Inne,22.0,dom,15.0,3,Inne-dom,0,2.0,998.8762591882106,25-44_K,1,0,0,0,0,16
2695,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,3,0,1,0,1,0,0.0,06:00:00,dom,15.0,inne,22.0,1,dom-Inne,0,2.0,998.8762591882106,25-44_M,0,1,0,0,0,6
2696,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,3,0,1,0,1,0,0.0,06:10:00,Inne,22.0,praca,146.0,1,Inne-praca,0,2.0,3134.856754663451,25-44_M,0,0,1,0,0,6
2697,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,3,0,1,0,1,0,0.0,19:45:00,praca,146.0,dom,15.0,4,praca-dom,0,2.0,3109.124700689736,25-44_M,1,0,0,0,0,19
2698,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,1,0,1,0,1,0,0.0,06:30:00,dom,15.0,szkoła,64.0,1,dom-szkoła,2,2.0,1832.2689066993792,16-19_M,0,0,0,1,0,6
2699,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,1,0,1,0,1,0,0.0,14:00:00,szkoła,64.0,dom,15.0,3,szkoła-dom,2,2.0,1832.2689066993792,16-19_M,1,0,0,0,0,14
2700,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,2.0,2.0,3,0,1,1,1,0,0.0,07:40:00,dom,101.0,praca,138.0,1,dom-praca,0,1.0,6153.365941668613,25-44_M,0,0,1,0,0,7
2701,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,2.0,2.0,3,0,1,1,1,0,0.0,16:00:00,praca,138.0,dom,101.0,3,praca-dom,0,1.0,6153.365941668613,25-44_M,1,0,0,0,0,16
2702,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,2.0,2.0,3,0,1,1,1,0,0.0,19:05:00,dom,101.0,inne,6.0,4,dom-Inne,1,1.0,2824.9340748109644,25-44_M,0,1,0,0,0,19
2703,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,2.0,2.0,3,0,1,1,1,0,0.0,22:37:00,Inne,6.0,dom,101.0,4,Inne-dom,1,1.0,2824.9340748109644,25-44_M,1,0,0,0,0,22
2704,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,0,1,0.0,05:30:00,dom,15.0,praca,451.0,1,dom-praca,1,0.0,3259.561531083557,45-65_M,0,0,1,0,0,5
2705,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,0,1,0.0,12:05:00,praca,451.0,dom,15.0,2,praca-dom,1,0.0,3259.561531083557,45-65_M,1,0,0,0,0,12
2706,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,0,1,0.0,06:30:00,dom,15.0,praca,23.0,1,dom-praca,1,0.0,1083.7044079522007,45-65_M,0,0,1,0,0,6
2707,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,0,1,0.0,14:30:00,praca,23.0,dom,15.0,3,praca-dom,1,0.0,1083.7044079522007,45-65_M,1,0,0,0,0,14
2708,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,2,0,1,0,1,1,0.0,08:30:00,dom,15.0,praca,125.0,1,dom-praca,1,1.0,4696.874869770919,20-24_M,0,0,1,0,0,8
2709,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,2,0,1,0,1,1,0.0,16:35:00,praca,125.0,dom,15.0,3,praca-dom,1,1.0,4696.874869770919,20-24_M,1,0,0,0,0,16
